source_id,label,target_id
Episode:Teasing,HAS_RECAP_PART,Recap:Episode:Teasing_5
Episode:Teasing,HAS_RECAP_PART,Recap:Episode:Teasing_6
Episode:Teasing,HAS_RECAP_PART,Recap:Episode:Teasing_7
Episode:Asparagus,HAS_RECAP_PART,Recap:Episode:Asparagus_0
Episode:Asparagus,HAS_RECAP_PART,Recap:Episode:Asparagus_1
Episode:Asparagus,HAS_RECAP_PART,Recap:Episode:Asparagus_2
Episode:Asparagus,HAS_RECAP_PART,Recap:Episode:Asparagus_3
Episode:Asparagus,HAS_RECAP_PART,Recap:Episode:Asparagus_4
Episode:Asparagus,HAS_RECAP_PART,Recap:Episode:Asparagus_5
Episode:Asparagus,HAS_RECAP_PART,Recap:Episode:Asparagus_6
Episode:Shaun,HAS_RECAP_PART,Recap:Episode:Shaun_0
Episode:Shaun,HAS_RECAP_PART,Recap:Episode:Shaun_1
Episode:Shaun,HAS_RECAP_PART,Recap:Episode:Shaun_2
Episode:Shaun,HAS_RECAP_PART,Recap:Episode:Shaun_3
Episode:Shaun,HAS_RECAP_PART,Recap:Episode:Shaun_4
Episode:Shaun,HAS_RECAP_PART,Recap:Episode:Shaun_5
Episode:Shaun,HAS_RECAP_PART,Recap:Episode:Shaun_6
Episode:Shaun,HAS_RECAP_PART,Recap:Episode:Shaun_7
Episode:Shaun,HAS_RECAP_PART,Recap:Episode:Shaun_8
Episode:Daddy_Putdown,HAS_RECAP_PART,Recap:Episode:Daddy_Putdown_0
